OccupationID,OccupationCode,OccupationLongDesc,InsertedByUserID,InsertedDateTime,UpdatedByUserID,UpdatedDateTime,CICCode
308,,UTILITY,1001,2017-10-06 17:47:00.000,1001,2017-10-06 17:47:00.000, 
309,,PROPRIETOR,1001,2017-10-06 17:47:00.000,1001,2017-10-06 17:47:00.000, 
310,,PRODUCTION AIDE,1001,2017-10-06 17:47:00.000,1001,2017-10-06 17:47:00.000, 
311,,OPERATIONS QUALITY ANALYST,1001,2017-10-06 17:47:00.000,1001,2017-10-06 17:47:00.000, 
312,,BRANCH MANAGER,2001,2017-10-09 08:48:00.000,2001,2017-10-09 08:48:00.000, 
313,,CHECKER FAST LOGISTIC,2001,2017-10-09 08:48:00.000,2001,2017-10-09 08:48:00.000, 
314,SU,SUPERVISOR,5003,2017-10-09 08:41:00.000,5003,2017-10-09 08:41:00.000, 
315,IND,INDUSTRIAL SUPPLIES,5003,2017-10-10 08:48:00.000,5003,2017-10-10 08:48:00.000, 
316,SCR,BUSINESS SCRAP,5003,2017-10-10 08:48:00.000,5003,2017-10-10 08:48:00.000, 
317,BUC,BUSINESS CONSTRUCTION,5003,2017-10-10 08:48:00.000,5003,2017-10-10 08:48:00.000, 
318,DHF,DEPARTMENT HEAD / FACULTY,1001,2017-10-11 19:00:00.000,237,2018-02-23 16:38:00.000, 
319,,STL COLLECTOR,1001,2017-10-11 19:00:00.000,1001,2017-10-11 19:00:00.000, 
320,,MEDICAL TECHNOLOGIST I,1001,2017-10-11 19:00:00.000,1001,2017-10-11 19:00:00.000, 
321,,ADMIN AIDE II,1001,2017-10-11 19:00:00.000,1001,2017-10-11 19:00:00.000, 
322,LDC,LIVE AND DRESSED CHICKEN,5003,2017-10-11 08:41:00.000,5003,2017-10-11 08:41:00.000, 
323,MNGR,ACCT.-MANAGER,3001,2017-10-16 08:40:00.000,3001,2017-10-16 08:40:00.000, 
324,,RICE BUSINESS,2001,2017-10-16 17:35:00.000,2001,2017-10-16 17:35:00.000, 
325,CAREG,CARE GIVER,4004,2017-10-17 16:13:00.000,4004,2017-10-17 16:13:00.000, 
326,JNR,JANITOR/MESSENGER,3001,2017-10-17 09:22:00.000,3001,2017-10-17 09:22:00.000, 
327,,BUSINESS-GYM,3001,2017-10-17 09:22:00.000,3001,2017-10-17 09:22:00.000, 
328,,AUTOCAD,1001,2017-10-18 18:31:00.000,1001,2017-10-18 18:31:00.000, 
329,,CHICKEN BREEDER,1001,2017-10-19 18:25:00.000,1001,2017-10-19 18:25:00.000, 
330,BUC,BUSINESS COMPUTER,5003,2017-10-19 16:10:00.000,5003,2017-10-19 16:10:00.000, 
331,VUL,VULCANIZING SHOP OWNER,5004,2017-10-19 18:25:00.000,5004,2017-10-19 18:25:00.000, 
332,PAL,PALAY FARMING BUSINESS,5003,2017-10-19 16:10:00.000,5003,2017-10-19 16:10:00.000, 
333,MEA,MEAT DEALER,5003,2017-10-19 16:10:00.000,5003,2017-10-19 16:10:00.000, 
334,,DENTAL TECHNICIAN,1001,2017-10-20 17:43:00.000,1001,2017-10-20 17:43:00.000, 
335,BUP,BUSINESS POULTRY,5003,2017-10-20 09:25:00.000,5003,2017-10-20 09:25:00.000, 
336,,DAY CARE WORKER,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
337,,ASSOCIATE,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
338,,CHURCH WORKER,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
339,,LOAN OFFICER,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
340,,STORE KEEPER,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
341,,MANAGER,1001,2017-10-23 17:33:00.000,1001,2017-10-23 17:33:00.000, 
342,OPTOM,OPTOMETRIST,4004,2017-10-23 09:02:00.000,4004,2017-10-23 09:02:00.000, 
343,,HAIR DRESSER,1001,2017-10-24 16:51:00.000,1001,2017-10-24 16:51:00.000, 
344,SN,SCHOOL NURSE,3001,2017-10-24 08:46:00.000,3001,2017-10-24 08:46:00.000, 
345,MED,MEDICAL OFFICER,5003,2017-10-24 16:44:00.000,5003,2017-10-24 16:44:00.000, 
346,ELE,ELECTRICAL SERVICES,5003,2017-10-24 16:44:00.000,5003,2017-10-24 16:44:00.000, 
347,,GENERAL MANAGER,1001,2017-10-24 16:51:00.000,1001,2017-10-24 16:51:00.000, 
348,BUS,BUSINESS MEATSHOP,5003,2017-10-25 08:50:00.000,5003,2017-10-25 08:50:00.000, 
349,PROJE,PROJECT COORDINATOR,4004,2017-10-25 08:50:00.000,4004,2017-10-25 08:50:00.000, 
350,COMPU,COMPUTER PROGRAMMER,4004,2017-10-25 08:50:00.000,4004,2017-10-25 08:50:00.000, 
351,,FINANCE MANAGER,1001,2017-10-26 08:48:00.000,1001,2017-10-26 08:48:00.000, 
352,,CHIEF OPERATING OFFICER,1001,2017-10-26 08:48:00.000,1001,2017-10-26 08:48:00.000, 
353,,PRIEST,1001,2017-10-26 08:48:00.000,1001,2017-10-26 08:48:00.000, 
354,,DIRECTOR,1001,2017-10-26 08:48:00.000,1001,2017-10-26 08:48:00.000, 
355,ENCO,ENCODER,3001,2017-10-27 08:49:00.000,3001,2017-10-27 08:49:00.000, 
356,,ADMINISTRATOR,1001,2017-10-27 19:05:00.000,1001,2017-10-27 19:05:00.000, 
357,EGV,EGG-VENDOR,3001,2017-10-27 08:49:00.000,3001,2017-10-27 08:49:00.000, 
358,A01,AESTHETICIAN,972,2023-02-14 09:49:29.903,972,2023-02-14 09:49:50.530,
359,,LAUNDRY WOMAN,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
360,,INVENTORY COLLECTOR,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
361,,TAX MAPPING AIDE,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
362,,BRGY. TANOD,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
363,,FISH DEALER,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
364,,PRODUCTION PLANNER,1001,2017-10-31 21:22:00.000,1001,2017-10-31 21:22:00.000, 
365,CRS,CORPORATE SECRETARY,3001,2017-10-31 20:12:00.000,3001,2017-10-31 20:12:00.000, 
366,SALES,SALES MANAGER,4004,2017-11-03 09:41:00.000,4004,2017-11-03 09:41:00.000, 
367,,BRGY. NUTRITION SCHOLAR,1001,2017-11-06 19:05:00.000,1001,2017-11-06 19:05:00.000, 
368,,SCIENCE RESEARCH SPECIALIST,1001,2017-11-06 19:05:00.000,1001,2017-11-06 19:05:00.000, 
369,,HELP DESK SUPPORT,2001,2017-11-06 17:50:00.000,2001,2017-11-06 17:50:00.000, 
370,,BRGY. CHAIRMAN,1001,2017-11-08 19:00:00.000,1001,2017-11-08 19:00:00.000, 
371,,FISH POND OWNER,1001,2017-11-08 19:00:00.000,1001,2017-11-08 19:00:00.000, 
372,,FARM OWNER,1001,2017-11-08 19:00:00.000,1001,2017-11-08 19:00:00.000, 
373,,OFFICE STAFF,2001,2017-11-09 16:58:00.000,2001,2017-11-09 16:58:00.000, 
374,STORE,STORE MANAGER,4004,2017-11-10 09:33:00.000,4004,2017-11-10 09:33:00.000, 
375,,MANICURIST,1001,2017-11-10 19:08:00.000,1001,2017-11-10 19:08:00.000,
376,HR,HR TRAINER,4004,2017-11-13 09:14:00.000,4004,2017-11-13 09:14:00.000,
377,,CREDIT OFFICE I,1001,2017-11-13 18:03:00.000,1001,2017-11-13 18:03:00.000,
378,PHYSI,PHYSICAL THERAPIST,4004,2017-11-14 17:03:00.000,4004,2017-11-14 17:03:00.000,
379,,FISH VENDOR,1001,2017-11-14 18:17:00.000,1001,2017-11-14 18:17:00.000,
380,,MASSAGE THERAPIST,3001,2017-11-14 08:57:00.000,3001,2017-11-14 08:57:00.000,
381,,MASSAGE THERAPIST,1001,2017-11-14 18:17:00.000,1001,2017-11-14 18:17:00.000,
382,,BUSINESS-RTW,3001,2017-11-14 08:57:00.000,3001,2017-11-14 08:57:00.000,
383,,BUKO DEALER,1001,2017-11-14 18:17:00.000,1001,2017-11-14 18:17:00.000,
384,,PRINTING PRESS,2001,2017-11-14 16:01:00.000,2001,2017-11-14 16:01:00.000,
385,,MEDICAL ASSISTANT,3001,2017-11-17 08:55:00.000,3001,2017-11-17 08:55:00.000,
386,,COURT STENOGRAPHER I,1001,2017-11-20 08:27:00.000,1001,2017-11-20 08:27:00.000,
387,,FREELANCER-ONLINE TOURS,1001,2017-11-21 19:13:00.000,1001,2017-11-21 19:13:00.000,
388,,CANTEEN WAITRESS,1001,2017-11-23 17:03:00.000,1001,2017-11-23 17:03:00.000,
389,,ASSESMENT CLERK,1001,2017-11-24 16:59:00.000,1001,2017-11-24 16:59:00.000,
390,,4 P'S,3001,2017-12-20 08:54:00.000,3001,2017-12-20 08:54:00.000,4 P'S
391,,SERVICE TECHNICIAN,1001,2017-12-21 17:35:00.000,1001,2017-12-21 17:35:00.000,
392,,SENIOR COLLECTION ASSISTANT,1001,2017-12-22 18:14:00.000,1001,2017-12-22 18:14:00.000,
393,,SALES RECEPTIONIST,1001,2017-12-26 08:46:00.000,1001,2017-12-26 08:46:00.000,
394,,MOTORMAN,1001,2017-12-26 08:46:00.000,1001,2017-12-26 08:46:00.000,
395,,LOAD RETAILER,1001,2017-12-29 17:26:00.000,1001,2017-12-29 17:26:00.000,
396,,FIELD AIDE,1001,2017-12-29 17:26:00.000,1001,2017-12-29 17:26:00.000,
397,,GRAPHIC DESIGNER,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
398,,BALOT VENDOR,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
399,,LSB TEACHER,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
400,,FAMILY DRIVER,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
401,,STOCK MANAGEMENT,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
402,,COOK,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
403,,CONTRACTUAL WORKER,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
404,,LEADER,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
405,,PROJECT NURSE,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
406,,ADMINISTRATIVE STAFF,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
407,,RESEARCH ASSISTANT B,1001,2018-01-02 13:49:00.000,1001,2018-01-02 13:49:00.000,
408,,DRIVER TANKER,1001,2018-01-04 19:03:00.000,1001,2018-01-04 19:03:00.000,
409,,SURVEY AIDE,1001,2018-01-05 18:42:00.000,1001,2018-01-05 18:42:00.000,
410,,MATERIAL CONDUCTOR,2001,2018-01-08 17:09:00.000,2001,2018-01-08 17:09:00.000,
411,,DIALYSIS TECHNICIAN,1001,2018-01-09 17:16:00.000,1001,2018-01-09 17:16:00.000,
412,,BILLING & COLLECTION ASSOCIATE,1001,2018-01-10 17:43:00.000,1001,2018-01-10 17:43:00.000,
413,,TRANSFER AGENT,1001,2018-01-15 18:48:00.000,1001,2018-01-15 18:48:00.000,
414,,PRODUCTION PLANNING MANAGER,1001,2018-01-17 17:06:00.000,1001,2018-01-17 17:06:00.000,
415,,DIRECT SELLING,4004,2018-01-18 16:13:00.000,4004,2018-01-18 16:13:00.000,
416,BPO,BPO,1001,2018-01-18 17:34:00.000,1001,2018-01-18 17:34:00.000,BPO
417,,UNIT HEAD,2001,2018-01-22 16:49:00.000,2001,2018-01-22 16:49:00.000,
418,,COMPUTER SHOP-OWNER,3001,2018-01-23 08:53:00.000,3001,2018-01-23 08:53:00.000,COMPUTER SHOP -OWNER
419,FA,FLIGHT ATTENDANT,1001,2018-01-23 18:14:00.000,1001,2018-01-23 18:14:00.000,
420,,HR ASSISTANT,3001,2018-01-24 08:37:00.000,3001,2018-01-24 08:37:00.000,HR ASSISTANT
421,,BUY & SELL,1001,2018-01-24 08:47:00.000,1001,2018-01-24 08:47:00.000,
422,,DEALER,1001,2018-01-25 08:44:00.000,1001,2018-01-25 08:44:00.000,
423,,US NAVY,4004,2018-01-30 17:10:00.000,4004,2018-01-30 17:10:00.000,
424,,FITNESS COACH,1001,2018-01-30 08:50:00.000,1001,2018-01-30 08:50:00.000,
425,,CHIEF MEDICAL TECHNICIAN,1001,2018-01-30 08:50:00.000,1001,2018-01-30 08:50:00.000,
426,,OPERATION OFFICER,1001,2018-02-02 17:32:00.000,1001,2018-02-02 17:32:00.000,
427,,MINOR,3001,2018-02-05 08:52:00.000,3001,2018-02-05 08:52:00.000,MINOR
428,,SR. INVOICE COMPLIANCE ANALYST,3001,2018-02-05 08:52:00.000,3001,2018-02-05 08:52:00.000,SR. INVOICE COMPLIANCE ANALYST
429,,PRODUCTION DEVELOPMENT SUPERVI,1001,2018-02-07 16:48:00.000,1001,2018-02-07 16:48:00.000,
430,,MACHINIST,4004,2018-02-07 16:51:00.000,4004,2018-02-07 16:51:00.000,
431,,BPSO,1001,2018-02-07 16:48:00.000,1001,2018-02-07 16:48:00.000,
432,,SALES ASSISTANT,1001,2018-02-14 17:40:00.000,1001,2018-02-14 17:40:00.000,
433,,PAINTER,1001,2018-02-15 08:21:00.000,1001,2018-02-15 08:21:00.000,
434,ASS,ASSISTANT WAREHOUSEMAN,251,2018-02-23 10:25:00.000,251,2018-02-23 10:25:00.000,465132
435,PRW,PROJECT WORKER,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,PRW
436,CARP,CARPENTER,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,carp
437,,HEAVY EQUIPMENT OPERATOR,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
438,438,ASSISTANT FACILITY,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
439,439,STEEL MAN,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
440,VULC,VULCANIZER/TIREMAN,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,vulc
441,441,STAFF,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
442,LAB,LABORER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
443,443,SCHOOL COACH,259,2018-02-23 10:25:00.000,259,2018-02-23 10:25:00.000,
444,365,BUSINESS - REALTY,221,2018-02-22 16:37:00.000,221,2018-02-22 16:37:00.000,Re
445,SR,SCHOOL REGISTRAR,254,2018-02-23 16:38:00.000,254,2018-02-23 16:38:00.000,SR
446,EA,EXECUTIVE ASSISTANT,254,2018-02-23 16:38:00.000,254,2018-02-23 16:38:00.000,EA
447,BA,BUSINESS-APARTMENT,254,2018-02-23 16:38:00.000,254,2018-02-23 16:38:00.000,
448,AP,ASSISTANT MANAGER,254,2018-02-23 16:38:00.000,254,2018-02-23 16:38:00.000,
449,RO,RECORDS OFFICER,260,2018-02-23 16:38:00.000,260,2018-02-23 16:38:00.000,
450,IN,INVESTIGATOR,254,2018-02-23 16:38:00.000,254,2018-02-23 16:38:00.000,
451,ST,STOCKHOLDER,212,2018-02-23 16:38:00.000,212,2018-02-23 16:38:00.000,
452,APP,APPRAISER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
453,TBO,TRUCK BOY,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,2456
454,,BUSINESS PARTNER,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
455,455,BUSINESS PARTNER,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
456,456,COPY EDITOR,247,2018-02-23 10:25:00.000,247,2018-02-23 10:25:00.000,
457,DEL,DELIVERY PERSONNEL,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,
458,ST,STEVEDORE,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,
459,ACT,ACTING MANAGER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
460,,CONSTRUCTION,256,2018-02-23 10:25:00.000,256,2018-02-23 10:25:00.000,
461,EVP,EXECUTIVE VICE PRESIDENT,256,2018-02-23 10:25:00.000,256,2018-02-23 10:25:00.000,
462,PRP,PROPRIETOR,154,2018-02-23 10:25:00.000,154,2018-02-23 10:25:00.000,
463,INT,INTERNAL AUDITOR,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
464,LOU,LOUNGE ATTENDANT,251,2018-02-23 10:25:00.000,251,2018-02-23 10:25:00.000,
465,BUSS,BUSSINESS OWNER,264,2018-02-23 16:38:00.000,264,2018-02-23 16:38:00.000,BO
466,IT,IT-HEAD,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
467,CI,CI/APPRAISER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
468,FAB,FABRICATOR WELDER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
469,FAR,FARM MANAGER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
470,470,PERSONAL ASSISTANT,259,2018-02-23 10:25:00.000,259,2018-02-23 10:25:00.000,
471,471,PROPERTY APPRAISER,259,2018-02-23 10:25:00.000,259,2018-02-23 10:25:00.000,
472,,CASH MANAGER,256,2018-02-23 10:25:00.000,256,2018-02-23 10:25:00.000,
473,SIS,SISTER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
474,,COURT INTERPRETER III,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
475,,ACCOUNTING OFFICER I,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
476,,CHECKER,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
477,,CURRENCY ASSISTANT II,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
478,,MEDICAL SECRETARY,243,2018-02-23 10:25:00.000,243,2018-02-23 10:25:00.000,
479,,NURSING AID,243,2018-10-31 10:25:00.000,243,2018-10-31 10:25:00.000,
480,,GATE KEEPER ,252,2018-10-31 10:25:00.000,252,2018-10-31 10:25:00.000,
481,,HOUSEHELPER,252,2018-10-31 10:25:00.000,252,2018-10-31 10:25:00.000,
482,,STRUCTURAL STEEL RETAILER,243,2018-10-31 10:25:00.000,243,2018-10-31 10:25:00.000,
483,,CHIEF ACCOUNTING OFFICER,972,2023-05-17 14:34:19.590,972,2023-05-17 14:34:19.590,
484,,CHIEF EXECUTIVE OFFICER,972,2023-05-17 15:45:51.027,972,2023-05-17 15:45:51.027,
485,,CUSTOMER ASSOCIATE,972,2023-05-19 16:38:51.383,972,2023-05-19 16:38:51.383,
486,,PSYCHOMETRICIAN,972,2023-05-23 16:27:05.410,972,2023-05-23 16:27:05.410,
487,,TRAFFIC ENFORCER,972,2023-05-29 08:47:11.753,972,2023-05-29 08:47:11.753,
488,POLCO,POLITICAL CONSULTANT,972,2023-07-05 13:50:34.953,972,2023-07-05 13:50:34.953,
489,PBOY,PARKING BOY,972,2023-07-06 15:43:13.353,972,2023-07-06 15:43:13.353,
490,PHR,PAYROLL HR STAFF,972,2023-07-19 12:08:56.110,972,2023-07-19 12:09:11.723,
491,HO,HR OFFICER,972,2023-07-19 12:21:26.933,972,2023-07-19 12:21:26.933,
492,HOF,HOTEL FRONT DESK,972,2023-07-22 08:51:28.020,972,2023-07-22 08:51:28.020,
493,FS,FLOOR SUPERVISOR,972,2023-07-27 09:47:33.027,972,2023-07-27 09:47:33.027,
494,,LEASE ASSOCIATE,972,2023-09-23 11:25:17.697,972,2023-09-23 11:25:17.697,
495,,WAREHOUSE SUPERVISOR,972,2023-09-25 17:23:03.270,972,2023-09-25 17:23:03.270,
496,VA,VIRTUAL ASSISTANT,972,2023-10-26 16:44:33.863,972,2023-10-26 16:44:33.863,
497,HCVA,HEALTH CARE VIRTUAL ASSISTANT,972,2023-10-26 16:46:19.133,972,2023-10-26 16:49:22.807,
498,HCA,HEALTH CARE VIRTUAL ASSISTANT,972,2023-10-26 16:50:24.747,972,2023-10-26 16:50:24.747,
499,PM,PROMODIZER,972,2023-11-03 13:57:02.790,972,2023-11-03 13:57:02.790,
500,,ARMY,972,2023-11-14 14:35:12.930,972,2023-11-14 14:35:12.930,
501,HH,HOUSEKEEPING HEAD,973,2023-12-01 17:26:28.517,973,2023-12-01 17:26:28.517,
502,ART,ARTIST,972,2024-01-19 09:21:32.500,972,2024-01-19 09:21:32.500,
503,ART,ARTIST,972,2024-01-19 09:21:54.520,972,2024-01-19 09:21:54.520,
504,CW,CONSTRUCTION WORKER,972,2024-01-19 09:22:24.877,972,2024-01-19 09:22:24.877,
505,VA,VIRTUAL ASSISTANT,972,2024-01-19 09:22:48.807,972,2024-01-19 09:22:48.807,
506,CW,CONSTRUCTION WORKER,972,2024-01-19 09:23:04.923,972,2024-01-19 09:23:04.923,
507,VA,VIRTUAL ASSISTANT,972,2024-01-19 09:23:20.970,972,2024-01-19 09:23:20.970,
508,PF,PIPE FITTER,972,2024-01-22 09:59:08.843,972,2024-01-22 09:59:08.843,
509,PF,PIPE FITTER,972,2024-01-22 09:59:25.323,972,2024-01-22 09:59:25.323,
510,AT,ATTENDANT,972,2024-02-12 15:25:36.083,972,2024-02-12 15:25:36.083,
511,AT,ATTENDANT,972,2024-02-12 15:25:45.640,972,2024-02-12 15:25:45.640,
512,MCOO,MEMBER AND COMMUNITY ,973,2024-03-05 08:58:15.343,973,2024-03-05 08:58:15.343,MCOO
513,MCRO,MEMBER AND COMMUNITY RELATIONS OFFICER,691,2024-03-05 11:09:18.170,691,2024-03-05 11:09:18.170,
514,DH,DOMESTIC HELPER,973,2024-03-11 17:48:47.493,973,2024-03-11 17:48:47.493,DH
515,CA,CREDIT ANALYST,973,2024-03-11 18:13:38.923,973,2024-03-11 18:13:38.923,CA
516,AN,ASSISTANT NURSE,973,2024-03-11 18:48:10.610,973,2024-03-11 18:48:10.610,AN
517,SE,SOFTWARE ENGINEER,973,2024-03-11 19:36:32.937,973,2024-03-11 19:36:32.937,SE
518,FA,FINANCIAL ANALYST,691,2024-03-13 11:45:17.090,691,2024-03-13 11:45:17.090,
519,AUM,ASSISTANT UNIT MANAGER,691,2024-03-15 14:18:16.323,691,2024-03-15 14:18:16.323,
520,AE,ACCOUNT EXECUTIVE,691,2024-03-15 14:25:40.130,691,2024-03-15 14:25:40.130,
521,SB,SENIOR BARISTA,972,2024-03-19 13:31:30.570,972,2024-03-19 13:31:30.570,
522,OIC,OFFICER IN CHARGE,972,2024-03-20 09:59:07.073,972,2024-03-20 09:59:07.073,
523,SE,SR. PLANNER/SCHEDULER ENGINER,691,2024-03-21 16:36:27.643,691,2024-03-21 16:36:27.643,
524,SE,SR. PLANNER/SCHEDULER ENGINER,691,2024-03-21 16:36:34.763,691,2024-03-21 16:36:34.763,
525,WM,WAREHOUSE MANAGER,691,2024-03-26 16:48:43.993,691,2024-03-26 16:48:43.993,
526,SCS,SR. CLIENT SPECIALIST,691,2024-04-02 09:28:14.950,691,2024-04-02 09:28:14.950,
527,SCS,SR. CLIENT SPECIALIST,691,2024-04-02 09:28:41.663,691,2024-04-02 09:28:41.663,
528,RCO,RISK & CONTROL OFFICER,691,2024-04-11 16:53:19.790,691,2024-04-11 16:53:19.790,
529,KC,KITCHEN CREW,691,2024-05-06 15:50:04.880,691,2024-05-06 15:50:04.880,
530,FRA,FREELANCE ACCOUNTANT,972,2024-05-28 16:24:13.830,972,2024-05-28 16:24:13.830,
531,BT,BARANGAY TANOD,972,2024-06-07 16:45:33.240,972,2024-06-07 16:45:33.240,
532,TK,TIM KEEPER,972,2024-06-10 11:33:43.313,972,2024-06-10 11:33:43.313,
533,TK,TIMEKEEPER,972,2024-06-10 11:34:48.973,972,2024-06-10 11:34:48.973,
534,R,RENTAL,972,2024-07-03 13:17:12.837,972,2024-07-03 13:17:12.837,
535,R,RENTAL,972,2024-07-03 13:19:11.363,972,2024-07-03 13:19:11.363,
536,IA,INSURANCE AGENT,972,2024-07-20 11:47:50.180,972,2024-07-20 11:47:50.180,
537,C,CHEMIST,972,2024-07-25 12:56:48.287,972,2024-07-25 12:56:48.287,
538,RT,RESPIRATORY THERAPIST,972,2024-08-17 11:28:11.527,972,2024-08-17 11:28:11.527,
