IndustryID,Code,Description,InsertedByUserID,InsertedDateTime,UpdatedByUserID,UpdatedDateTime,PSIC
472,14301,MANUFACTURE OF KNITTED AND CROCHETED APPAREL,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
473,14302,"MANUFACTURE OF KNITTED OR CROCHETED HOSIERY, UNDERWEAR AND OUTERWEAR WHEN KNITTED OR CROCHETED DIRECTLY INTO SHAPE",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
474,14309,"MANUFACTURE OF KNITTED AND CROCHETED ARTICLES, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
475,144,MANUFACTURE OF ARTICLES OF FUR,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
476,1440,MANUFACTURE OF ARTICLES OF FUR,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
477,14400,MANUFACTURE OF ARTICLES OF FUR,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
478,151,TANNING AND DRESSING OF LEATHER; MANUFACTURE OF LUGGAGE AND HANDBAGS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
479,1511,TANNING AND DRESSING OF LEATHER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
480,15110,TANNING AND DRESSING OF LEATHER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
481,1512,MANUFACTURE OF PRODUCTS OF LEATHER AND IMITATION LEATHER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
482,15121,"MANUFACTURE OF LUGGAGE, HANDBAGS AND WALLETS OF LEATHER AND IMITATION LEATHER",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
483,15129,"MANUFATURE OF PRODUCTS OF LEATHER AND IMITATION LEATHER, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
484,152,MANUFACTURE OF FOOTWEAR,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
485,1521,MANUFACTURE OF LEATHER SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
486,15210,MANUFACTURE OF LEATHER SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
487,1522,MANUFACTURE OF RUBBER SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
488,15220,MANUFACTURE OF RUBBER SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
489,1523,MANUFACTURE OF PLASTIC SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
490,15230,MANUFACTURE OF PLASTIC SHOES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
491,1524,MANUFACTURE OF SHOES MADE OF TEXTILE MATERIALS WITH APPLIED SOLES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
492,15240,MANUFACTURE OF SHOES MADE OF TEXTILE MATERIALS WITH APPLIED SOLES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
493,1525,MANUFACTURE OF WOODEN FOOTWEAR AND ACCESSORIES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
494,15250,MANUFACTURE OF WOODEN FOOTWEAR AND ACCESSORIES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
495,1529,"MANUFACTURE OF FOOTWEAR, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
496,15291,MANUFACTURE OF RUBBER SLIPPERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
497,15292,"MANUFACTURE OF SLIPPERS AND SANDALS, OTHER THAN RUBBER",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
498,15293,MANUFACTURE OF LEATHER PARTS OF FOOTWEAR,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
499,15299,"MANUFACTURE OF OTHER FOOTWEAR, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
500,161,SAWMILLING AND PLANING OF WOOD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
501,1610,SAWMILLING AND PLANING OF WOOD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
502,16101,MANUFACTURE OF ROUGH LUMBER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
503,16102,MANUFACTURE OF WORKED LUMBER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
504,16103,WOOD PRESERVING AND DRYING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
505,16109,"SAWMILLING AND PLANING OF WOOD PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
506,162,"MANUFACTURE OF PRODUCTS OF WOOD, CORK, STRAW AND PLAITING MATERIALS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
507,1621,"MANUFACTURE OF VENEER SHEETS; MANUFACTURE OF PLYWOOD, LAMINBOARD, PARTICLE BOARD AND OTHER PANELS AND BOARD",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
508,16211,MANUFACTURE OF VENEER SHEETS AND PLYWOOD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
509,16212,"MANUFACTURE OF LAMINBOARD, PARTICLE BOARD AND OTHER PANELS AND BOARD",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
510,1622,"MANUFACTURE OF WOODEN WINDOW AND DOOR SCREENS, SHADES AND VENETIAN BLINDS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
511,16220,"MANUFACTURE OF WOODEN WINDOW AND DOOR SCREENS, SHADES AND VENETIAN BLINDS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
512,1623,MANUFACTURE OF OTHER BUILDERS CARPENTRY AND JOINERY; MILLWORKING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
513,16230,MANUFACTURE OF OTHER BUILDERS CARPENTRY AND JOINERY; MILLWORKING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
514,1624,MANUFACTURE OF WOODEN CONTAINERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
515,16240,MANUFACTURE OF WOODEN CONTAINERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
516,1625,MANUFACTURE OF WOOD CARVINGS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
517,16250,MANUFACTURE OF WOOD CARVINGS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
518,1626,MANUFACTURE OF CHARCOAL OUTSIDE THE FOREST,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
519,16260,MANUFACTURE OF CHARCOAL OUTSIDE THE FOREST,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
520,1627,MANUFACTURE OF WOODEN WARES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
521,16270,MANUFACTURE OF WOODEN WARES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
522,1628,"MANUFACTURE OF PRODUCTS OF BAMBOO, CANE, RATTAN AND THE LIKE, AND PLAITING MATERIALS EXCEPT FURNITURE",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
523,16281,MANUFACTURE OF RATTAN AND CANE CONTAINERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
524,16282,"MANUFACTURE OF SAWALI, NIPA AND SPLIT CANES",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
525,16283,"MANUFACTURE OF MATS, MATTING OR SCREEN",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
526,16284,MANUFACTURE OF SMALL CANE WARES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
527,16285,"MANUFACTURE OF ARTICLES OF CORK, STRAW AND PLAITING MATERIALS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
528,16289,"MANUFACTURE OTHER PRODUCTS OF BAMBOO, CANE, RATTAN AND THE LIKE, AND PLAITING MATERIALS EXCEPT FURNITURE, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
529,1629,"MANUFACTURE OF OTHER PRODUCTS OF WOOD; MANUFACTURE OF ARTICLES OF CORK AND PLAITING MATERIALS, EXCEPT FURNITURE, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
530,16290,"MANUFACTURE OF OTHER PRODUCTS OF WOOD; MANUFACTURE OF ARTICLES OF CORK AND PLAITING MATERIALS, EXCEPT FURNITURE, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
531,170,MANUFACTURE OF PAPER AND PAPER PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
532,1701,"MANUFACTURE OF PULP, PAPER AND PAPERBOARD",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
533,17011,"INTEGRATED PULP,PAPER AND PAPERBOARD MILLING",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
534,17012,PULP MILLING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
535,17013,PAPER AND PAPERBOARD MILLING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
536,17014,MANUFACTURE OF HAND-MADE PAPER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
537,17019,"MANUFACTURE OF PULP, PAPER AND PAPERBOARD, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
538,1702,MANUFACTURE OF CORRUGATED PAPER AND PAPERBOARD AND OF CONTAINERS OF PAPER AND PAPERBOARD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
539,17020,MANUFACTURE OF CORRUGATED PAPER AND PAPERBOARD AND OF CONTAINERS OF PAPER AND PAPERBOARD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
540,1709,MANUFACTURE OF OTHER ARTICLES OF PAPER AND PAPERBOARD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
541,17091,MANUFACTURE OF HOUSEHOLD AND PERSONAL HYGIENE PAPER AND CELLULOSE WADDING PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
542,17092,"MANUFACTURE OF WADDING OF TEXTILE MATERIALS AND ARTICLES OF WADDING (E.G. SANITARY TOWELS, TAMPONS, ETC.)",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
543,17093,MANUFACTURE OF OTHER ARTICLES OF PAPER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
544,17099,MANUFACTURE OF OTHER ARTICLES OF PAPERBOARD,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
545,181,PRINTING AND SERVICE ACTIVITIES RELATED TO PRINTING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
546,1811,PRINTING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
547,18110,PRINTING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
548,1812,SERVICE ACTIVITIES RELATED TO PRINTING,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
549,18121,"ELECTROTYPING, STEREOTYPING AND PHOTOENGRAVING",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
550,18122,BOOKBINDING AND RELATED WORK,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
551,18129,"SERVICE ACTIVITIES RELATED TO PRINTING, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
552,182,REPRODUCTION OF RECORDED MEDIA,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
553,1820,REPRODUCTION OF RECORDED MEDIA,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
554,18201,REPRODUCTION OF VIDEO AND COMPUTER TAPES FROM MASTERCOPIES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
555,18202,"REPRODUCTION OF FLOPPY, HARD OR COMPACT DISKS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
556,18203,FILM AND VIDEO REPRODUCTION,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
557,191,MANUFACTURE OF COKE OVEN PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
558,1910,MANUFACTURE OF COKE OVEN PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
559,19100,MANUFACTURE OF COKE OVEN PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
560,192,MANUFACTURE OF REFINED PETROLEUM PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
561,1920,MANUFACTURE OF REFINED PETROLEUM PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
562,19200,MANUFACTURE OF REFINED PETROLEUM PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
563,199,MANUFACTURE OF OTHER FUEL PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
564,1990,MANUFACTURE OF OTHER FUEL PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
565,19900,MANUFACTURE OF OTHER FUEL PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
566,201,MANUFACTURE OF BASIC CHEMICALS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
567,2011,MANUFACTURE OF BASIC CHEMICALS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
568,20111,MANUFACTURE OF ETHANOL,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
569,20112,MANUFACTURE OF INDUSTRIAL (COMPRESSED AND LIQUEFIED) GASES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
570,20113,MANUFACTURE OF INORGANIC SALTS AND COMPOUNDS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
571,20114,MANUFACTURE OF ETHYL ALCOHOL,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
572,20115,MANUFACTURE OF ALCOHOL EXCEPT ETHYL,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
573,20116,"MANUFACTURE OF INORGANIC ACIDS, ALKALIS AND CHLORINE",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
574,20117,MANUFACTURE OF ORGANIC ACIDS AND ORGANIC COMPOUNDS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
575,20119,"MANUFACTURE OF BASIC CHEMICALS, EXCEPT FERTILIZERS AND NITROGEN COMPOUNDS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
576,2012,MANUFACTURE OF FERTILIZERS AND NITROGEN COMPOUNDS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
577,20120,MANUFACTURE OF FERTILIZERS AND NITROGEN COMPOUNDS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
578,2013,MANUFACTURE OF PLASTICS AND SYNTHETIC RUBBER IN PRIMARY FORMS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
579,20131,"MANUFACTURE OF SYNTHETIC RUBBER AND FACTICE DERIVED FROM OILS, IN PRIMARY FORMS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
580,20132,"PRODUCTION OF MIXTURES OF SYNTHETIC RUBBER AND NATURAL RUBBER OR RUBBER-LIKE GUMS (E.G., BALATA), IN PRIMARY FORMS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
581,20133,MANUFACTURE OF PLASTIC SYNTHETIC RESINS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
582,20134,MANUFACTURE OF PLASTIC MATERIALS EXCEPT MAN-MADE FIBER AND GLASS FIBER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
583,202,"MANUFACTURE OF OTHER CHEMICAL PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
584,2021,MANUFACTURE OF PESTICIDES AND OTHER AGRO-CHEMICAL PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
585,20210,MANUFACTURE OF PESTICIDES AND OTHER AGRO-CHEMICAL PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
586,2022,"MANUFACTURE OF PAINTS, VARNISHES AND SIMILAR COATINGS, PRINTING INK AND MASTICS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
587,20221,MANUFACTURE OF PAINTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
588,20222,"MANUFACTURE OF VARNISHES, LACQUERS, SHELLAC AND STAINS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
589,20223,"MANUFACTURE OF PAINT REMOVERS, THINNERS, AND BRUSH CLEANERS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
590,20224,MANUFACTURE OF PIGMENTS AND OTHER COLORING MATTER OF A KIND USED IN THE MANUFACTURE OF PAINTS OR BY ARTISTS OR OTHER PAINTERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
591,20225,MANUFACTURE OF PRINTING INK,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
592,20229,"MANUFACTURE OF PAINT PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
593,2023,"MANUFACTURE OF SOAP AND DETERGENTS, CLEANING AND POLISHING PREPARATIONS, PERFUMES AND TOILET PREPARATIONS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
594,20231,MANUFACTURE OF SOAP AND DETERGENTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
595,20232,"MANUFACTURE OF CLEANING PREPARATIONS, EXCEPT SOAP AND DETERGENTS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
596,20233,MANUFACTURE OF WAXES AND POLISHING PREPARATIONS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
597,20234,"MANUFACTURE OF PERFUMES, COSMETICS AND OTHER TOILET PREPARATIONS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
598,2029,"MANUFACTURE OF OTHER CHEMICAL PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
599,20291,"MANUFACTURE OF EXPLOSIVES, FIREWORKS AND FIRECRAKERS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
600,20292,MANUFACTURE OF MATCHES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
601,20293,MANUFACTURE OF WRITING AND DRAWING INK,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
602,20294,MANUFACTURE OF GLUES AND ADHESIVES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
603,20295,MANUFACTURE OF ACTIVATED CARBON,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
604,20299,"MANUFACTURE OF MISCELLANEOUS CHEMICAL PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
605,203,MANUFACTURE OF MAN-MADE FIBERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
606,2030,MANUFACTURE OF MAN-MADE FIBERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
607,20301,MANUFACTURE OF SYNTHETIC OR ARTIFICIAL FILAMENT YARN,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
608,20302,"MANUFACTURE OF MAN-MADE FILAMENT TOW OR STAPLE FIBERS, EXCEPT GLASS FIBER",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
609,210,"MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
610,2100,"MANUFACTURE OF PHARMACEUTICALS, MEDICINAL CHEMICAL AND BOTANICAL PRODUCTS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
611,21001,"MANUFACTURE OF DRUGS AND MEDICINES INCLUDING BIOLOGICAL PRODUCTS SUCH AS BACTERIAL AND VIRUS VACCINES, SERA AND PLASMA",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
612,21002,"MANUFACTURE OF SURGICAL DRESSINGS, MEDICATED WADDING , FRACTURE BANDAGES, CATGUT, AND OTHER PREPARED SUTURES",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
613,221,MANUFACTURE OF RUBBER PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
614,2211,MANUFACTURE OF RUBBER TIRES AND TUBES; RETREADING AND REBUILDING OF RUBBER TIRES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
615,22111,MANUFACTURE OF RUBBER TIRES (INCLUDING PARTS) AND TUBES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
616,22112,RETREADING AND REBUILDING OF TIRES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
617,2219,MANUFACTURE OF OTHER RUBBER PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
618,22191,MANUFACTURE OF RUBBER GARMENTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
619,22192,"MANUFACTURE OF INDUSTRIAL AND OTHER MOLDED RUBBER PRODUCTS, EXCLUDING TIRES AND TUBES",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
620,22199,"MANUFACTURE OF OTHER RUBBER PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
621,222,MANUFACTURE OF PLASTICS PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
622,2220,MANUFACTURE OF PLASTICS PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
623,22201,"MANUFACTURE OF PLASTIC ARTICLES FOR PACKING GOODS (E.G. BOXES, BAGS, SACKS, ETC)",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
624,22202,MANUFACTURE OF PLASTIC HOUSEHOLD WARES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
625,22203,MANUFACTURE OF PLASTIC FURNITURE FITTINGS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
626,22204,MANUFACTURE OF PLASTIC PIPES AND TUBES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
627,22205,"MANUFACTURE OF OTHER PLASTIC, INDUSTRIAL /OFFICE/SCHOOL SUPPLIES",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
628,22206,"MANUFACTURE OF PRIMARY PLASTIC PRODUCTS (E.G. SHEETS, FILM, PLATES, ETC.)",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
629,22207,MANUFACTURE OF LINOLEUM AND HARD SURFACE FLOOR COVERINGS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
630,22208,"MANUFACTURE OF PLASTIC WINDOW AND DOORSCREEN, SHADES AND VENETIAN BLINDS",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
631,22209,"MANUFACTURE OF PLASTICS PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
632,231,MANUFACTURE OF GLASS AND GLASS PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
633,2310,MANUFACTURE OF GLASS AND GLASS PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
634,23101,MANUFACTURE OF FLAT GLASS (INCLUDING FLOAT GLASS),9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
635,23102,MANUFACTURE OF GLASS CONTAINERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
636,23103,MANUFACTURE OF GLASS FIBERS (INCLUDING GLASS WOOL) AND YARN OF GLASS FIBERS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
637,23109,"MANUFACTURE OF GLASS AND GLASS PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
638,239,"MANUFACTURE OF NON-METALLIC MINERAL PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
639,2391,MANUFACTURE OF REFRACTORY PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
640,23910,MANUFACTURE OF REFRACTORY PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
641,2392,MANUFACTURE OF CLAY BUILDING MATERIALS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
642,23920,MANUFACTURE OF CLAY BUILDING MATERIALS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
643,2393,MANUFACTURE OF OTHER PORCELAIN AND CERAMIC PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
644,23931,MANUFACTURE OF VITREOUS CHINA TABLEWARE AND OTHER KITCHEN ARTICLES OF A KIND COMMONLY USED FOR DOMESTIC OR TOILET PURPOSES,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
645,23932,"MANUFACTURE OF ARTICLES OF PORCELAIN OR CHINA, STONEWARE, EARTHENWARE, IMITATION PORCELAIN OR COMMON POTTERY",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
646,23933,MANUFACTURE OF COARSE CLAY PRODUCTS,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
647,23934,"MANUFACTURE OF SANITARY WARE, VITREOUS CHINA PLUMBING FITTINGS AND FIXTURES",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
648,23939,"MANUFACTURE OF OTHER PORCELAIN AND CERAMIC PRODUCTS, N.E.C.",9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
649,2394,MANUFACTURE OF CEMENT,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
650,23940,MANUFACTURE OF CEMENT,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
651,2395,MANUFACTURE OF LIME AND PLASTER,9998,2016-03-03 14:55:07.000,9998,2016-03-03 14:55:07.000,
